id_colaborador,nome,genero,nivel,data_admissao,data_promocao,salario_base,percentual_bonus,id_departamento,id_filial,id_reporta_a,processos_actifs,horas_extras_mes,score_satisfacao,home_office,status_atual,nome_departamento,id_chefe_departamento,cidade,estado,id_socio_diretor
337,Tatiana Mendes ,Não-binário,Júnior,,,"4897,22",0.08,20,4,100.0,47,44,1.7,True,Ativo,Trabalhista,200,Belo Horizonte,MG,504
338,Natan Alves ,Não-binário,Pleno,,,"6127,15",0.17,30,3,300.0,34,11,4.0,False,Desligado,Corporativo,300,Rio de Janeiro,RJ,503
339,Vitor Xavier ,Femininoinino,Júnior,,,"4244,6",0.03,30,3,502.0,12,5,3.2,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
340,Natan Alves ,Não-binário,Júnior,,,"3568,24",0.04,10,2,501.0,14,11,3.7,True,Ativo,Civil,100,São Paulo,SP,502
341,Kamila Pereira ,Femininoinino,Sênior,2024-11-29,2024-11-29,"9631,03",0.3,30,1,400.0,27,3,4.4,True,Ativo,Corporativo,300,Salvador,BA,501
342,Kamila Pereira ,Não-binário,Júnior,,,"4675,98",0.08,20,4,300.0,45,41,1.8,True,Ativo,Trabalhista,200,Belo Horizonte,MG,504
343,Isabela Carvalho ,Femininoinino,Pleno,,,"6625,72",0.12,30,1,300.0,15,11,,False,Desligado,Corporativo,300,Salvador,BA,501
344,Carla Oliveira ,Masculino,Sênior,2023-10-14,2023-10-14,"10861,83",0.23,10,3,100.0,18,4,4.0,True,Ativo,Civil,100,Rio de Janeiro,RJ,503
345,Kamila Pereira ,Femininoinino,Júnior,,,"4598,66",0.0,40,2,501.0,26,14,4.5,False,Ativo,Tributário,400,São Paulo,SP,502
346,Bruno Souza ,Masculino,Júnior,,,"4772,19",0.09,10,1,300.0,21,22,4.8,False,Ativo,Civil,100,Salvador,BA,501
347,Isabela Carvalho ,Masculino,Pleno,,,"6823,35",0.1,20,2,501.0,62,51,1.1,False,Desligado,Trabalhista,200,São Paulo,SP,502
348,Elena Rodrigues ,Masculino,Pleno,,,"7222,25",0.1,30,3,100.0,12,17,4.8,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
349,Carla Oliveira ,Femininoinino,Júnior,,,"4087,88",0.05,10,4,400.0,18,19,3.3,False,Ativo,Civil,100,Belo Horizonte,MG,504
350,Olivia Barbosa ,Não-binário,Júnior,,,"4183,38",0.09,20,1,502.0,53,46,1.5,False,Desligado,Trabalhista,200,Salvador,BA,501
351,Pedro Gomes ,Masculino,Pleno,2021-04-04,2021-04-04,"6554,32",0.18,30,3,502.0,24,5,3.8,True,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
352,Olivia Barbosa ,Não-binário,Pleno,,,"6215,73",0.11,10,3,400.0,18,20,4.0,True,Desligado,Civil,100,Rio de Janeiro,RJ,503
353,Carla Oliveira ,Femininoinino,Júnior,,,"4361,28",0.02,30,2,100.0,21,14,3.3,False,Ativo,Corporativo,300,São Paulo,SP,502
354,Bruno Souza ,Masculino,Sócio,2018-03-11,2018-03-11,"23089,06",0.35,40,3,,26,19,3.7,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
355,Kamila Pereira ,Femininoinino,Júnior,,,"4355,41",0.09,40,2,400.0,12,21,5.0,True,Ativo,Tributário,400,São Paulo,SP,502
356,Lucas Martins ,Femininoinino,Júnior,,,"4951,85",0.03,20,3,502.0,58,57,1.8,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
357,Mariana Rocha ,Masculino,Pleno,2024-03-15,2024-03-15,"6020,23",0.12,30,4,100.0,33,6,3.4,False,Ativo,Corporativo,300,Belo Horizonte,MG,504
358,Pedro Gomes ,Não-binário,Pleno,,,"8470,65",0.19,10,2,400.0,31,7,4.0,True,Ativo,Civil,100,São Paulo,SP,502
359,Hugo Ribeiro ,Masculino,Júnior,,,"4137,16",0.08,40,4,100.0,30,13,3.3,True,Ativo,Tributário,400,Belo Horizonte,MG,504
360,Tatiana Mendes ,Femininoinino,Sênior,2022-09-13,2022-09-13,"13926,11",0.34,40,3,400.0,28,21,3.4,False,Desligado,Tributário,400,Rio de Janeiro,RJ,503
361,Bruno Souza ,Não-binário,Pleno,,,"5532,35",0.16,10,3,502.0,21,11,3.5,True,Desligado,Civil,100,Rio de Janeiro,RJ,503
362,Pedro Gomes ,Femininoinino,Sênior,2024-03-29,2024-03-29,"10812,89",0.29,30,3,300.0,16,18,,True,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
363,Isabela Carvalho ,Não-binário,Júnior,,,"4786,79",0.07,30,2,502.0,23,7,3.7,True,Ativo,Corporativo,300,São Paulo,SP,502
364,Renata Pinto ,Femininoinino,Júnior,,,"4014,27",0.06,20,4,502.0,52,56,1.6,True,Desligado,Trabalhista,200,Belo Horizonte,MG,504
365,Lucas Martins ,Não-binário,Pleno,2022-03-15,2022-03-15,"7958,59",0.17,20,2,400.0,52,47,2.0,True,Ativo,Trabalhista,200,São Paulo,SP,502
366,Renata Pinto ,Femininoinino,Júnior,,,"3517,79",0.08,40,3,400.0,32,13,4.9,True,Ativo,Tributário,400,Rio de Janeiro,RJ,503
367,Isabela Carvalho ,Masculino,Sênior,2024-07-01,2024-07-01,"11574,99",0.26,30,3,100.0,33,7,3.8,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
368,Natan Alves ,Femininoinino,Júnior,,,"4287,9",0.0,10,1,501.0,31,4,3.3,False,Ativo,Civil,100,Salvador,BA,501
369,Diego Santos ,Não-binário,Sênior,2021-06-25,2021-06-25,"12415,58",0.23,20,1,100.0,54,49,1.9,True,Ativo,Trabalhista,200,Salvador,BA,501
370,Kamila Pereira ,Masculino,Júnior,,,"3742,95",0.04,40,3,200.0,17,16,3.3,True,Ativo,Tributário,400,Rio de Janeiro,RJ,503
371,Pedro Gomes ,Não-binário,Pleno,2021-10-22,2021-10-22,"6793,76",0.11,40,2,300.0,14,4,4.2,False,Ativo,Tributário,400,São Paulo,SP,502
372,Elena Rodrigues ,Masculino,Pleno,2025-07-22,2025-07-22,"5613,51",0.19,40,1,400.0,28,17,4.1,False,Ativo,Tributário,400,Salvador,BA,501
373,Mariana Rocha ,Femininoinino,Júnior,,,"4726,96",0.04,10,2,502.0,24,3,4.3,True,Ativo,Civil,100,São Paulo,SP,502
374,Kamila Pereira ,Não-binário,Pleno,,,"7781,36",0.16,10,3,100.0,18,11,4.5,False,Desligado,Civil,100,Rio de Janeiro,RJ,503
375,Olivia Barbosa ,Femininoinino,Júnior,,,"3709,91",0.08,30,4,400.0,32,11,4.1,True,Ativo,Corporativo,300,Belo Horizonte,MG,504
376,Bruno Souza ,Masculino,Sênior,2021-11-22,2021-11-22,"12442,32",0.24,10,1,400.0,14,3,4.5,False,Ativo,Civil,100,Salvador,BA,501
377,Bruno Souza ,Não-binário,Júnior,,,"4551,95",0.09,10,4,100.0,17,20,3.3,False,Ativo,Civil,100,Belo Horizonte,MG,504
378,Vitor Xavier ,Não-binário,Júnior,,,"3594,67",0.1,10,4,200.0,30,19,3.4,True,Ativo,Civil,100,Belo Horizonte,MG,504
379,Carla Oliveira ,Masculino,Sócio,2019-02-28,28/02/2019,"22427,26",0.49,10,2,,16,5,4.6,True,Ativo,Civil,100,São Paulo,SP,502
380,Pedro Gomes ,Femininoinino,Sênior,2020-06-14,2020-06-14,"12680,34",0.33,40,2,501.0,18,6,4.4,True,Ativo,Tributário,400,São Paulo,SP,502
381,Felipe Costa ,Femininoinino,Pleno,,,"7288,82",0.15,40,4,100.0,12,19,,False,Ativo,Tributário,400,Belo Horizonte,MG,504
382,Renata Pinto ,Não-binário,Pleno,,,"7379,39",0.2,10,3,100.0,27,7,3.5,False,Desligado,Civil,100,Rio de Janeiro,RJ,503
383,Gabriela Almeida ,Masculino,Sênior,2024-06-08,2024-06-08,"12912,84",0.25,10,3,200.0,27,18,3.4,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
384,Gabriela Almeida ,Masculino,Júnior,,,"4847,56",0.06,40,3,400.0,19,4,4.0,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
385,Gabriela Almeida ,Femininoinino,Sênior,2026-06-01,2026-06-01,"11559,83",0.28,10,4,100.0,16,3,4.4,False,Ativo,Civil,100,Belo Horizonte,MG,504
386,Olivia Barbosa ,Femininoinino,Sênior,2025-07-27,2025-07-27,"13488,84",0.25,30,2,501.0,19,4,3.9,False,Ativo,Corporativo,300,São Paulo,SP,502
387,Pedro Gomes ,Não-binário,Sênior,,,"12812,8",0.33,40,2,100.0,30,6,4.8,False,Ativo,Tributário,400,São Paulo,SP,502
388,Pedro Gomes ,Femininoinino,Júnior,,,"3550,43",0.03,40,1,502.0,14,19,4.6,False,Ativo,Tributário,400,Salvador,BA,501
389,Lucas Martins ,Femininoinino,Sênior,2022-08-28,2022-08-28,"11659,02",0.2,40,2,300.0,16,14,3.5,False,Desligado,Tributário,400,São Paulo,SP,502
390,Carla Oliveira ,Não-binário,Pleno,,,"6498,72",0.2,40,1,100.0,31,12,4.5,True,Desligado,Tributário,400,Salvador,BA,501
391,Mariana Rocha ,Feminino,Pleno,2023-09-13,2023-09-13,"6596,71",0.12,30,1,400.0,19,19,3.4,False,Ativo,Corporativo,300,Salvador,BA,501
392,Lucas Martins ,Masculino,Júnior,,,"4255,35",0.08,20,2,502.0,48,50,2.0,True,Ativo,Trabalhista,200,São Paulo,SP,502
393,Lucas Martins ,Não-binário,Pleno,2025-09-28,2025-09-28,"8322,63",0.11,30,4,100.0,17,11,4.9,False,Ativo,Corporativo,300,Belo Horizonte,MG,504
394,Diego Santos ,Masculino,Júnior,,,"3721,93",0.1,10,2,400.0,29,6,4.1,True,Ativo,Civil,100,São Paulo,SP,502
395,Gabriela Almeida ,Masculino,Pleno,,,"7905,97",0.19,40,1,400.0,32,22,4.6,True,Desligado,Tributário,400,Salvador,BA,501
396,Tatiana Mendes ,Masculino,Pleno,,,"6419,49",0.1,40,4,200.0,23,11,4.0,False,Desligado,Tributário,400,Belo Horizonte,MG,504
397,Felipe Costa ,Femininoinino,Júnior,,,"4539,29",0.02,20,3,200.0,59,43,1.5,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
398,Elena Rodrigues ,Masculino,Júnior,,,"4172,64",0.02,10,3,502.0,26,12,3.5,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
399,João Lima ,Masculino,Pleno,,,"7221,18",0.11,30,3,100.0,13,6,4.4,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
400,Vitor Xavier ,Masculino,Sócio,2019-09-16,2019-09-16,"19561,2",0.51,30,1,,12,4,,True,Ativo,Corporativo,300,Salvador,BA,501
401,Mariana Rocha ,Não-binário,Pleno,,,"7309,52",0.12,40,1,300.0,23,14,3.9,False,Desligado,Tributário,400,Salvador,BA,501
402,Olivia Barbosa ,Masculino,Pleno,,,"7683,56",0.12,30,3,501.0,35,15,3.5,False,Desligado,Corporativo,300,Rio de Janeiro,RJ,503
403,João Lima ,Femininoinino,Pleno,,,"7075,9",0.11,10,2,400.0,25,22,4.8,False,Desligado,Civil,100,São Paulo,SP,502
404,Tatiana Mendes ,Não-binário,Pleno,2025-06-04,2025-06-04,"7996,85",0.17,20,4,100.0,68,49,1.3,True,Ativo,Trabalhista,200,Belo Horizonte,MG,504
405,Pedro Gomes ,Masculino,Pleno,2022-08-11,2022-08-11,"6363,07",0.1,20,3,100.0,53,50,2.4,True,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
406,Natan Alves ,Não-binário,Júnior,,,"4441,99",0.02,30,4,400.0,30,3,3.5,True,Ativo,Corporativo,300,Belo Horizonte,MG,504
407,Bruno Souza ,Femininoinino,Júnior,,,"4041,75",0.03,20,3,501.0,65,40,2.1,False,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
408,João Lima ,Masculino,Pleno,,,"7565,04",0.12,20,3,400.0,54,46,2.1,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
409,Gabriela Almeida ,Femininoinino,Sênior,2021-11-12,2021-11-12,"12013,95",0.23,30,2,100.0,14,5,4.7,True,Ativo,Corporativo,300,São Paulo,SP,502
410,Lucas Martins ,Masculino,Pleno,,,"8169,18",0.14,40,3,502.0,35,5,3.6,False,Desligado,Tributário,400,Rio de Janeiro,RJ,503
411,Elena Rodrigues ,Masculino,Pleno,,,"5735,81",0.17,20,2,502.0,46,41,1.2,True,Desligado,Trabalhista,200,São Paulo,SP,502
412,Isabela Carvalho ,Femininoinino,Sócio,2015-12-19,2015-12-19,"18990,35",0.54,10,4,,17,13,3.3,True,Ativo,Civil,100,Belo Horizonte,MG,504
413,Lucas Martins ,Não-binário,Sênior,2022-12-22,2022-12-22,"12258,3",0.23,20,3,300.0,61,41,2.0,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
414,Diego Santos ,Não-binário,Júnior,,,"4880,72",0.01,20,1,400.0,50,46,2.4,True,Ativo,Trabalhista,200,Salvador,BA,501
415,Diego Santos ,Masculino,Júnior,,,"3685,42",0.05,20,2,400.0,60,38,1.5,False,Ativo,Trabalhista,200,São Paulo,SP,502
416,Samuel Teixeira ,Femininoinino,Júnior,,,"3935,88",0.0,30,4,400.0,33,17,4.4,True,Ativo,Corporativo,300,Belo Horizonte,MG,504
417,Elena Rodrigues ,Femininoinino,Sênior,2025-03-18,2025-03-18,"12836,44",0.22,40,1,400.0,22,8,4.3,False,Desligado,Tributário,400,Salvador,BA,501
418,Pedro Gomes ,Masculino,Sócio,2021-11-10,2021-11-10,"24407,87",0.47,10,2,,31,14,5.0,True,Ativo,Civil,100,São Paulo,SP,502
419,Diego Santos ,Masculino,Pleno,,,"6991,82",0.11,30,2,400.0,33,2,,False,Desligado,Corporativo,300,São Paulo,SP,502
420,Vitor Xavier ,Masculino,Júnior,,,"3644,5",0.1,30,2,501.0,27,17,4.1,False,Ativo,Corporativo,300,São Paulo,SP,502
421,Natan Alves ,Feminino,Júnior,,,"4075,44",0.1,30,1,200.0,21,7,4.1,True,Ativo,Corporativo,300,Salvador,BA,501
422,Diego Santos ,Masculino,Pleno,,,"7480,24",0.18,30,4,400.0,24,10,4.1,False,Desligado,Corporativo,300,Belo Horizonte,MG,504
423,Bruno Souza ,Masculino,Júnior,,,"4385,7",0.05,30,3,300.0,24,5,4.0,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
424,Hugo Ribeiro ,Femininoinino,Júnior,,,"3851,93",0.02,40,3,400.0,12,19,3.8,True,Ativo,Tributário,400,Rio de Janeiro,RJ,503
425,Ana Silva ,Masculino,Sócio,2021-08-26,2021-08-26,"20579,37",0.38,40,4,,18,12,4.1,False,Ativo,Tributário,400,Belo Horizonte,MG,504
426,João Lima ,Não-binário,Pleno,,,"6105,28",0.14,30,2,400.0,13,11,5.0,False,Desligado,Corporativo,300,São Paulo,SP,502
427,Tatiana Mendes ,Não-binário,Pleno,2022-05-12,2022-05-12,"5701,81",0.11,20,1,400.0,54,51,2.1,False,Ativo,Trabalhista,200,Salvador,BA,501
428,Mariana Rocha ,Masculino,Pleno,2023-04-13,2023-04-13,"7514,68",0.19,30,2,502.0,18,16,3.7,False,Ativo,Corporativo,300,São Paulo,SP,502
429,Gabriela Almeida ,Não-binário,Júnior,,,"4193,73",0.01,40,1,300.0,32,8,4.7,True,Ativo,Tributário,400,Salvador,BA,501
430,Vitor Xavier ,Masculino,Júnior,,,"4108,8",0.08,30,2,100.0,25,15,4.4,False,Ativo,Corporativo,300,São Paulo,SP,502
431,Elena Rodrigues ,Masculino,Júnior,,,"3887,6",0.0,20,2,100.0,47,45,1.8,False,Desligado,Trabalhista,200,São Paulo,SP,502
432,Carla Oliveira ,Não-binário,Júnior,,,"4914,74",0.1,40,3,100.0,30,18,3.7,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
433,Kamila Pereira ,Masculino,Sênior,,,"13709,75",0.25,20,1,501.0,59,48,1.4,False,Ativo,Trabalhista,200,Salvador,BA,501
434,Lucas Martins ,Não-binário,Pleno,2025-01-28,2025-01-28,"6771,34",0.17,10,4,501.0,21,2,4.4,False,Ativo,Civil,100,Belo Horizonte,MG,504
435,Hugo Ribeiro ,Não-binário,Pleno,,,"6427,81",0.17,10,1,300.0,12,14,4.9,False,Desligado,Civil,100,Salvador,BA,501
436,João Lima ,Feminino,Pleno,,,"5980,68",0.1,30,1,400.0,14,17,4.0,False,Desligado,Corporativo,300,Salvador,BA,501
437,Felipe Costa ,Femininoinino,Pleno,,,"5699,1",0.17,30,4,502.0,13,22,4.4,False,Ativo,Corporativo,300,Belo Horizonte,MG,504
438,Mariana Rocha ,Femininoinino,Pleno,2022-12-31,2022-12-31,"7227,43",0.19,40,2,502.0,25,12,,False,Ativo,Tributário,400,São Paulo,SP,502
439,Tatiana Mendes ,Femininoinino,Sênior,,,"11365,23",0.27,20,3,200.0,62,55,1.9,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
440,Isabela Carvalho ,Femininoinino,Júnior,,,"4777,75",0.02,10,4,501.0,30,5,3.2,True,Ativo,Civil,100,Belo Horizonte,MG,504
441,Pedro Gomes ,Não-binário,Pleno,2021-12-22,2021-12-22,"6071,63",0.16,40,4,300.0,25,8,4.3,False,Ativo,Tributário,400,Belo Horizonte,MG,504
442,Natan Alves ,Femininoinino,Pleno,,,"8428,38",0.19,20,4,400.0,65,49,1.1,True,Desligado,Trabalhista,200,Belo Horizonte,MG,504
443,Mariana Rocha ,Não-binário,Júnior,,,"3818,33",0.0,20,3,400.0,46,45,2.3,False,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
444,Isabela Carvalho ,Femininoinino,Pleno,2024-09-11,2024-09-11,"8432,57",0.19,30,1,300.0,20,7,4.1,False,Ativo,Corporativo,300,Salvador,BA,501
445,Kamila Pereira ,Femininoinino,Pleno,,,"5925,39",0.14,40,2,300.0,25,11,4.8,True,Ativo,Tributário,400,São Paulo,SP,502
446,Felipe Costa ,Masculino,Sênior,2024-10-07,2024-10-07,"13338,65",0.21,30,3,400.0,13,9,3.5,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
447,Olivia Barbosa ,Não-binário,Júnior,,,"3674,04",0.07,30,2,100.0,15,6,3.4,False,Ativo,Corporativo,300,São Paulo,SP,502
448,Felipe Costa ,Femininoinino,Sênior,2026-03-15,2026-03-15,"10455,78",0.25,20,3,300.0,52,50,1.9,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
449,Diego Santos ,Não-binário,Pleno,2023-09-25,2023-09-25,"8353,66",0.2,10,3,501.0,26,22,4.9,True,Ativo,Civil,100,Rio de Janeiro,RJ,503
450,Vitor Xavier ,Femininoinino,Pleno,2023-12-29,2023-12-29,"8499,46",0.1,10,3,502.0,21,12,4.6,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
451,Mariana Rocha ,Feminino,Júnior,,,"3767,02",0.06,10,4,502.0,21,22,4.6,False,Ativo,Civil,100,Belo Horizonte,MG,504
452,Pedro Gomes ,Masculino,Júnior,,,"4603,83",0.08,20,1,400.0,51,50,1.6,False,Desligado,Trabalhista,200,Salvador,BA,501
453,Vitor Xavier ,Não-binário,Sênior,2022-05-16,2022-05-16,"12262,41",0.22,40,3,502.0,22,16,4.4,True,Ativo,Tributário,400,Rio de Janeiro,RJ,503
454,Renata Pinto ,Não-binário,Pleno,2021-11-15,2021-11-15,"5737,55",0.13,20,4,501.0,58,44,1.8,True,Ativo,Trabalhista,200,Belo Horizonte,MG,504
455,Diego Santos ,Não-binário,Júnior,,,"4137,37",0.09,10,1,502.0,14,18,3.2,False,Ativo,Civil,100,Salvador,BA,501
456,Mariana Rocha ,Femininoinino,Pleno,,,"8130,27",0.19,40,2,100.0,22,7,3.6,False,Desligado,Tributário,400,São Paulo,SP,502
457,Samuel Teixeira ,Masculino,Júnior,,,"3508,77",0.09,30,1,502.0,31,13,,False,Ativo,Corporativo,300,Salvador,BA,501
458,Elena Rodrigues ,Femininoinino,Júnior,,,"3520,81",0.1,40,3,502.0,16,22,3.6,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
459,Olivia Barbosa ,Masculino,Júnior,,,"4210,98",0.0,20,1,300.0,59,53,1.3,False,Desligado,Trabalhista,200,Salvador,BA,501
460,Ana Silva ,Masculino,Júnior,,,"4445,61",0.07,40,1,502.0,24,17,4.1,True,Ativo,Tributário,400,Salvador,BA,501
461,Bruno Souza ,Não-binário,Pleno,,,"7229,21",0.17,40,2,300.0,27,21,4.9,True,Desligado,Tributário,400,São Paulo,SP,502
462,Felipe Costa ,Femininoinino,Sênior,2022-08-12,2022-08-12,"11784,36",0.34,40,4,502.0,35,14,4.9,False,Ativo,Tributário,400,Belo Horizonte,MG,504
463,Vitor Xavier ,Femininoinino,Sênior,2023-02-28,2023-02-28,"11673,0",0.35,30,4,501.0,27,11,3.6,False,Ativo,Corporativo,300,Belo Horizonte,MG,504
464,Isabela Carvalho ,Masculino,Pleno,2023-12-13,2023-12-13,"7983,85",0.16,10,1,200.0,31,9,3.4,False,Ativo,Civil,100,Salvador,BA,501
465,Lucas Martins ,Masculino,Pleno,,,"8133,14",0.1,40,3,501.0,26,5,5.0,True,Ativo,Tributário,400,Rio de Janeiro,RJ,503
466,Diego Santos ,Não-binário,Júnior,,,"4444,89",0.07,10,1,300.0,35,5,3.5,True,Ativo,Civil,100,Salvador,BA,501
467,Gabriela Almeida ,Femininoinino,Pleno,2024-01-16,2024-01-16,"5519,76",0.11,30,2,502.0,23,15,3.8,False,Ativo,Corporativo,300,São Paulo,SP,502
468,Natan Alves ,Não-binário,Júnior,,,"3706,99",0.07,20,2,501.0,49,35,2.0,True,Desligado,Trabalhista,200,São Paulo,SP,502
469,Kamila Pereira ,Masculino,Sócio,2021-12-29,29/12/2021,"18296,75",0.55,10,1,,32,18,5.0,False,Ativo,Civil,100,Salvador,BA,501
470,Samuel Teixeira ,Não-binário,Pleno,,,"6441,09",0.16,40,4,501.0,32,8,4.8,False,Desligado,Tributário,400,Belo Horizonte,MG,504
471,Mariana Rocha ,Não-binário,Pleno,2025-08-16,2025-08-16,"5752,84",0.13,40,3,300.0,28,19,3.8,True,Ativo,Tributário,400,Rio de Janeiro,RJ,503
472,Samuel Teixeira ,Femininoinino,Sênior,2025-04-27,2025-04-27,"12769,29",0.21,20,1,100.0,65,51,1.5,False,Ativo,Trabalhista,200,Salvador,BA,501
473,Tatiana Mendes ,Masculino,Pleno,2025-02-19,2025-02-19,"8448,85",0.15,10,4,502.0,21,20,4.4,True,Ativo,Civil,100,Belo Horizonte,MG,504
474,Kamila Pereira ,Femininoinino,Pleno,,,"7968,53",0.11,40,2,400.0,13,15,4.8,True,Desligado,Tributário,400,São Paulo,SP,502
475,Lucas Martins ,Femininoinino,Júnior,,,"4289,38",0.06,20,4,400.0,59,57,2.3,False,Ativo,Trabalhista,200,Belo Horizonte,MG,504
476,Renata Pinto ,Femininoinino,Júnior,,,"4227,15",0.07,40,2,501.0,27,3,,False,Ativo,Tributário,400,São Paulo,SP,502
477,Natan Alves ,Não-binário,Júnior,,,"3681,3",0.04,30,1,200.0,21,17,3.3,False,Ativo,Corporativo,300,Salvador,BA,501
478,João Lima ,Femininoinino,Júnior,,,"3823,37",0.06,20,4,400.0,60,53,1.4,True,Ativo,Trabalhista,200,Belo Horizonte,MG,504
479,Vitor Xavier ,Masculino,Pleno,,,"7014,29",0.15,30,4,200.0,31,21,3.9,True,Desligado,Corporativo,300,Belo Horizonte,MG,504
480,Bruno Souza ,Não-binário,Pleno,,,"7707,74",0.18,40,3,200.0,15,22,4.2,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
481,Renata Pinto ,Masculino,Júnior,,,"3680,42",0.07,10,2,400.0,14,19,4.3,False,Ativo,Civil,100,São Paulo,SP,502
482,Kamila Pereira ,Femininoinino,Júnior,,,"3770,76",0.08,10,4,300.0,17,11,3.5,True,Ativo,Civil,100,Belo Horizonte,MG,504
483,Natan Alves ,Masculino,Sócio,2016-12-18,2016-12-18,"18468,01",0.47,10,2,,25,12,3.7,True,Ativo,Civil,100,São Paulo,SP,502
484,Hugo Ribeiro ,Femininoinino,Júnior,,,"4379,04",0.05,10,1,400.0,26,19,3.9,False,Ativo,Civil,100,Salvador,BA,501
485,Hugo Ribeiro ,Não-binário,Pleno,,,"8390,42",0.14,10,4,502.0,25,16,3.4,True,Desligado,Civil,100,Belo Horizonte,MG,504
486,Samuel Teixeira ,Masculino,Pleno,,,"7112,61",0.1,20,2,200.0,64,44,1.9,True,Desligado,Trabalhista,200,São Paulo,SP,502
487,Isabela Carvalho ,Masculino,Pleno,2024-09-13,13/09/2024,"6640,46",0.1,10,1,300.0,35,19,4.2,True,Ativo,Civil,100,Salvador,BA,501
488,Diego Santos ,Não-binário,Júnior,,,"4587,61",0.05,10,4,502.0,32,10,5.0,True,Ativo,Civil,100,Belo Horizonte,MG,504
489,Kamila Pereira ,Femininoinino,Pleno,,,"8376,98",0.19,40,3,400.0,12,2,4.4,False,Desligado,Tributário,400,Rio de Janeiro,RJ,503
490,Carla Oliveira ,Não-binário,Júnior,,,"4476,9",0.06,40,4,502.0,31,13,3.9,True,Ativo,Tributário,400,Belo Horizonte,MG,504
491,Lucas Martins ,Masculino,Júnior,,,"4166,87",0.09,10,1,200.0,32,11,4.7,False,Ativo,Civil,100,Salvador,BA,501
492,Bruno Souza ,Masculino,Sênior,2024-07-27,2024-07-27,"10440,89",0.32,20,4,501.0,63,51,1.7,False,Ativo,Trabalhista,200,Belo Horizonte,MG,504
493,Tatiana Mendes ,Femininoinino,Júnior,,,"4618,96",0.1,20,2,501.0,45,57,1.9,False,Desligado,Trabalhista,200,São Paulo,SP,502
494,Natan Alves ,Femininoinino,Sênior,2023-08-05,2023-08-05,"13299,54",0.34,30,4,200.0,28,3,4.8,False,Ativo,Corporativo,300,Belo Horizonte,MG,504
495,Samuel Teixeira ,Masculino,Pleno,,,"6675,58",0.16,10,3,300.0,19,8,,True,Desligado,Civil,100,Rio de Janeiro,RJ,503
496,Pedro Gomes ,Feminino,Sênior,2022-06-03,03/06/2022,"11004,36",0.35,10,1,200.0,13,12,4.1,False,Ativo,Civil,100,Salvador,BA,501
497,Olivia Barbosa ,Femininoinino,Júnior,,,"3687,24",0.07,10,4,400.0,13,11,4.3,False,Ativo,Civil,100,Belo Horizonte,MG,504
498,Bruno Souza ,Não-binário,Pleno,,,"8049,79",0.19,10,1,400.0,31,2,4.0,True,Desligado,Civil,100,Salvador,BA,501
499,Ana Silva ,Masculino,Júnior,,,"4275,82",0.02,40,1,400.0,32,18,3.7,True,Ativo,Tributário,400,Salvador,BA,501
500,Hugo Ribeiro ,Femininoinino,Júnior,,,"4695,54",0.09,40,4,300.0,29,6,3.5,False,Ativo,Tributário,400,Belo Horizonte,MG,504
501,Ana Silva ,Masculino,Júnior,,,"4379,66",0.05,30,3,200.0,18,8,4.4,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
502,Pedro Gomes ,Femininoinino,Júnior,,,"4537,76",0.04,10,3,400.0,25,12,3.5,True,Ativo,Civil,100,Rio de Janeiro,RJ,503
503,Ana Silva ,Femininoinino,Pleno,,,"6190,82",0.13,10,4,100.0,17,2,3.9,False,Ativo,Civil,100,Belo Horizonte,MG,504
504,Diego Santos ,Não-binário,Pleno,,,"6083,21",0.13,30,1,300.0,21,7,3.6,True,Desligado,Corporativo,300,Salvador,BA,501
505,Hugo Ribeiro ,Não-binário,Sócio,2017-11-02,02/11/2017,"18167,95",0.39,20,3,,55,41,1.4,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
